ID, ideology, leadership, name, party, description, introduced_bills_109, cosponsored_bills_109, unique_cosponsors_109, total_cosponsors_109
300037, 0.406665986398, 0.489770109244, Dorgan, Democrat, rank-and-file Democrat, 32, 286, 65, 197
300058, 0.261777613816, 0.523070219143, Johnson, Democrat, rank-and-file Democrat, 27, 408, 80, 180
300038, 0.0321009336343, 0.671416770702, Durbin, Democrat, far-left Democratic leader, 85, 553, 90, 526
300066, 0.137645966424, 0.587021205123, Levin, Democrat, rank-and-file Democrat, 38, 276, 88, 252
300025, 0.377657098821, 0.700171461045, Collins, Republican, centrist Republican leader, 54, 304, 81, 314
300091, 0.374420198295, 0.730501675684, Snowe, Republican, centrist Republican leader, 89, 295, 89, 488
300032, 0.112761114007, 0.369873736968, Dayton, Democrat, far-left Democrat, 16, 325, 30, 44
300042, 0.226892949672, 0.480895000855, Feingold, Democrat, rank-and-file Democrat, 75, 276, 64, 189
300057, 0.216842715661, 0.524604274152, Jeffords, Independent, left-leaning Independent, 25, 283, 39, 111
300093, 0.205941879027, 0.360426972248, Stabenow, Democrat, rank-and-file Democrat, 43, 316, 58, 189
300022, 0.0025054305337, 0.630060491915, Clinton, Democrat, far-left Democrat, 90, 498, 74, 378
300076, 0.0247799827246, 0.319794532443, Murray, Democrat, far-left Democrat, 32, 340, 29, 70
300063, 0.346522105762, 0.564651012602, Landrieu, Democrat, rank-and-file Democrat, 61, 377, 93, 230
300034, 0.171694526161, 0.675220207531, Dodd, Democrat, moderate Democratic leader, 60, 344, 79, 403
300061, 0.326050083305, 0.189814095125, Kohl, Democrat, moderate Democratic follower, 20, 180, 22, 34
300059, 0.127016041721, 0.727864123912, Kennedy, Democrat, moderate Democratic leader, 69, 424, 67, 549
300051, 0.280305362199, 0.606922578857, Harkin, Democrat, rank-and-file Democrat, 47, 273, 74, 277
300087, 0.0522675560955, 0.643834353014, Schumer, Democrat, far-left Democratic leader, 98, 357, 84, 344
300009, 0.250508852357, 0.687766011505, Bingaman, Democrat, moderate Democratic leader, 56, 362, 75, 357
